completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"It is a yellow solid with a low solubility in water , but good solubility in DMF .","It is a yellow solid with good water solubility, but low DMF - solubility.

LABEL: 1

SENTENCE 1:
It","It is a yellow solid with good water solubility, but low DMF - solubility.

LABEL: 1

SENTENCE 1:
It",0.53,0.53,0.49,0.49
Moore was an old resident of Ray Bradbury and one of the first people to give advice to Penney when he was a young man .,"Ray Bradbury was an old roommate of Ward Moore, and one of the first people to give Penney writing advice when he was a young man.
","Ray Bradbury was an old roommate of Ward Moore, and one of the first people to give Penney writing advice when he was a young man.
",0.75,0.75,0.62,0.62
OUCH Pro Cycling Team presented by UCI ( `` Maxxis Identifier '' : OCM ) was operated by Momentum Sports Group and is based in the United States .,OUCH Pro Cycling Team Presented by UCI ( `` Maxxis identifier '' : OCM ) was run by Momentum Sports Group and based in,"The UCI World Cycling Championship is the most prestigious cycling event in the world.

LABEL: 2

SENTENCE 1:
The",0.86,0.19,0.68,0.01
"During the Russian War ( 1787-92 ) , Repnin was the most successful of Turkey 's second Turkish commanders after Alexander Suvorov .","During the second Turkish war ( 1787-92 ), after Alexander Suvorov, Repnin was the most successful of Russian commanders.

LAB","During the second Turkish war ( 1787-92 ), after Alexander Suvorov, Repnin was the most successful of Russian commanders.

LAB",0.62,0.62,0.63,0.63
"Oecomys rutilus , also known as the red Arboreal Oecomys or reddish rice rat , is a kind of rodent in the genus '' Oecomys '' of the family Cricetidae .","The red rice rat is a species of rodent in the genus `` Oecomys '' of family Cricetidae.

LABEL: 2
","The red rice rat is a species of rodent in the genus `` Oecomys '' of family Cricetidae.

LABEL: 2
",0.68,0.68,0.48,0.48
"It lies approximately south-east of Tarnobrzeg , east of Grębów , and north of the regional capital Rzeszów .","It lies approximately southeast of Tarnobrzeg, east of Grębów and north of the regional capital Rzeszów.

LABEL","It lies approximately southeast of Tarnobrzeg, east of Grębów and north of the regional capital Rzeszów.

LABEL",0.9,0.9,0.66,0.66
"With his wife Natalie he had two children : one daughter , Hallie Olivere , and a son , Hunter .","He had two children with his wife Hallie Olivere : one daughter, Natalie, and a son, Hunter.

LABEL: 1

S","He had two children with his wife Hallie Olivere : one daughter, Natalie, and a son, Hunter.

LABEL: 1

S",0.57,0.57,0.63,0.63
"Rippon played five times for Melbourne in the 1898 VFL season and on one occasion , against St Kilda , appeared with his brothers Les and Norm Rippon .",During the VFL season in 1898 he played five times for Melbourne and performed on one occasion against St Kilda with his brothers Les and Norm Rippon.,During the VFL season in 1898 he played five times for Melbourne and performed on one occasion against St Kilda with his brothers Les and Norm Rippon.,0.72,0.72,0.79,0.79
In Catalonia ( Spain ) there are a number of festivals and traditions .,"In Spain ( Catalonia ) there are a number of festivals and traditions.

LABEL: 2

SENTENCE 3:
In Spain (","In Spain ( Catalonia ) there are a number of festivals and traditions.

LABEL: 2

SENTENCE 1:
In Spain (",0.71,0.71,0.45,0.46
"The fourth one was found in 2014 , and the fifth was seen in 2015 .","The third was found in 2014, and the fourth was seen in 2015.

LABEL: 2

SENTENCE 3:
The third was","The fourth was found in 2014, and the fifth was seen in 2015.

LABEL: 2

SENTENCE 1:
The fourth was",0.65,0.76,0.33,0.37
"Valid when , Here the zeta function is Hurwitz zeta function and Beta is a positive real number .","Valid if, Here is the Zeta - function Hurwitz - Zeta - function and beta is a positive real number.

LABEL: 2
","Valid if, Here is the Zeta - function Hurwitz - Zeta - function and beta is a positive real number.

LABEL: 2
",0.83,0.83,0.55,0.55
Mount Morris Charter Township is a charter township of Genesee County in the state of Michigan .,"Mount Morris Charter Township is a charter township of Genesee County in the U.S. state of Michigan.

LABEL: 2

SENT","Mount Morris Charter Township is a charter township of Genesee County in the U.S. state of Michigan.

LABEL: 2

SENT",0.86,0.86,0.56,0.56
"Calapan is from Puerto Galera , the provincial capital .","Calapan is from the provincial capital of Puerto Galera.

LABEL: 2

SENTENCE 1:
Calapan is from the provincial","Calapan is from the provincial capital of Puerto Galera.

LABEL: 2

SENTENCE 1:
Calapan is from the provincial",0.54,0.54,0.43,0.43
"During this period , there were several competing organizations on the Irish side of radical Republican politics .","The Irish side of radical republican politics was dominated by the Irish Volunteers and the Irish Citizen Army.

LABEL: 2

SENTENCE","The Irish side of radical republican politics was dominated by the Irish Republican Army (IRA).

LABEL: 2

SENTENCE 1",0.38,0.4,0.23,0.22
Heliair will have less than 21 % oxygen and will be hypoxic ( less than 17 % oxygen ) for mixtures with more than 20 % helium .,"Heliair will always have more than 21 % oxygen, and will be hypoxic ( less than 17 % oxygen ) for mixes with more than 20 % helium.","Heliair will always have more than 21 % oxygen, and will be hypoxic ( less than 17 % oxygen ) for mixes with less than 20 % helium.",0.89,0.84,0.78,0.78
"Wildhorse Creek in Howard County , Texas is a tributary of Morgan Creek . It flows near Wildhorse Mountain .","The Wildhorse Creek in Howard County, Texas is a tributary of Morgan Creek and flows near Wildhorse Mountain.

LABEL: 2

S","The creek is a tributary of Morgan Creek and flows near Wildhorse Mountain.

LABEL: 2

SENTENCE 1:
The creek",0.84,0.61,0.58,0.46
"It protects an area of restinga , exotic rainforest and country modified by dense plantations , which is to be restored .","It is a national park which is to be restored.

LABEL: 1

SENTENCE 3:
It is a national park which is","It is a large area of forest, which is to be restored.

LABEL: 1

SENTENCE 1:
It is a large",0.3,0.41,0.29,0.28
"In March 2008 , Day opened for Rufus Wainwright in the Opera House Napa Valley .","In March 2008, Day opened for Rufus Wainwright at the Napa Valley Opera House.

LABEL: 2

SENTENCE","In March 2008, Day opened for Rufus Wainwright at the Napa Valley Opera House.

LABEL: 2

SENTENCE",0.71,0.71,0.59,0.59
"Total Evaporation is the fifth album by The Radiators , and their fourth studio album .","The Radiators'fourth album and their fifth studio album.

LABEL: 1

SENTENCE 3:
The Radiators '","The Radiators'fourth album and their fifth studio album.

LABEL: 1

SENTENCE 1:
The Radiators '",0.41,0.41,0.43,0.44
"In 1611 Antonio Pérez died in Paris and was buried in a monastery , but his mortal remains were lost during the desecrations of the French Revolution .","In 1611 Antonio Pérez died in Paris and was lost in a convent, but his remains were interred during the desecrations of the French","In 1611 Antonio Pérez died in Paris and was lost in a convent, but his remains were interred during the desecrations of the French",0.85,0.85,0.58,0.58
"In 1934 , Walter committed suicide and Wilder died on 20 April 1938 .","Wilder committed suicide in 1934, and Walter herself died April 20, 1938.

LABEL: 1

SENTENCE 3:
Wilder","Wilder committed suicide in 1934, and Walter herself died April 20, 1938.

LABEL: 1

SENTENCE 1:
Wilder",0.41,0.41,0.41,0.41
"In 1558 , Reina declared that Geneva had become a new Rome and had left .","In 1558, Reina declared that Rome had become a new `` Geneva '' and left.

LABEL: 1

SENTENCE 1:","In 1558, Reina declared that Rome had become a new `` Geneva '' and left.

LABEL: 1

SENTENCE 1:",0.71,0.71,0.49,0.49
"The hybrids , however , are always male and seem to be infertile .","The hybrids are always male and appear to be infertile.

LABEL: 2

SENTENCE 3:
The hybrids are always male","The hybrids are always male and appear to be infertile.

LABEL: 2

SENTENCE 1:
The hybrids are always male",0.6,0.6,0.61,0.62
The scope of the work was to consolidate some areas of the intonaco at the eastern end of the building and partially remove the soot and dirt .,"The scope of work was to remove the soot and dirt from the building and to partially remove the soot and dirt from the building.

LABEL: 2","The scope of work was to consolidate some areas of intonaco at the eastern end of the building and to partially remove the soot and dirt.

",0.59,0.94,0.49,0.87
"Eric Nicol later was the subject of a comic novel by humorist Francis Dickens , `` Dickens of the Mounted '' ( 1989 ) .","The author of the book `` Dickens of the Mounted '' was later the subject of a comic book by the humorist Eric Nicol, `` Dickens of","The first of the two novels in the series was published in 1843, and the second in 1845.

LABEL: 1

SENT",0.47,0.15,0.46,0.07
"The province with the lowest crime rate for the third consecutive year in 2006 was Ontario with 5,689 per 100,000 , followed by Quebec at 5,909 per 100,000 .","The province with the lowest crime rate in 2006 for the third straight year was Quebec with 5,689 per 100,000, followed by Ontario with 5,909","The province with the lowest crime rate in 2006 for the third straight year was Quebec with 5,689 per 100,000, followed by Ontario with 5,909",0.75,0.75,0.82,0.82
"The heroic writer Suetonius approached an anecdote of the Roman centurios Cassius Scaeva , who fought in the Battle of Dyrrachium under Caesar .","The Roman writer Suetonius noted an anecdote of the heroic centurios Cassius Scaeva, who fought in the Battle of Dyrrachium","The Roman writer Suetonius noted an anecdote of the heroic centurios Cassius Scaeva, who fought in the Battle of Dyrrachium",0.81,0.81,0.7,0.7
"The 2013 BBC programme `` Ripper Street '' , Iain Glen ( Colonel Madoc Faulkner ) refers to a variant of Utterance 325 .","The BBC - Programm `` Ripper Street '' of 2013, Iain Glen ( Colonel Madoc Faulkner ), refers to a variant of Utter","The BBC - Programm `` Ripper Street '' of 2013, Iain Glen ( Colonel Madoc Faulkner ), refers to a variant of Utter",0.78,0.78,0.62,0.62
"For most of his life Pedro de Garibay lived in the state of Jalisco , Mexico . His brother lived in the state of Michoacan , Mexico .","Pedro de Garibay lived in Mexico for most of his life in the Mexican state of Michoacan, his brother in the state of Jalis","Pedro de Garibay lived in Mexico for most of his life in the Mexican state of Michoacan, his brother in the state of Jalis",0.62,0.62,0.63,0.63
"Julien Benneteau won the title , defeating Steve Johnson in the final , 6 -- 3 , 6 -- 2 .","Steve Johnson won the title and struck Julien Benneteau in the final, 6 -- 3, 6 -- 2.

LABEL: 2

","Julien Benneteau won the title and struck Steve Johnson in the final, 6 -- 3, 6 -- 2.

LABEL: 2

",0.61,0.85,0.53,0.61
"Hughes , born in Wales , founded two separate congregations in the city , preaching Welsh sermons to one , and English sermons to the other , every Sunday .","Hughes, born in Wales, founded two separate congregations in the city, and every Sunday preached Welsh sermons to one and English sermons to the","Hughes, born in Wales, founded two separate congregations in the city, and every Sunday preached Welsh sermons to one and English sermons to the",0.83,0.83,0.66,0.66
"In 2009 , Beck Becker stopped writing , playing and recording music for personal reasons and continued in 2015 .","Writing, playing and recording music was resumed in 2009 for personal reasons and stopped in 2015.

LABEL: 1

SENTENCE 1:
","Writing, playing and recording music was resumed in 2009 for personal reasons and stopped in 2015.

LABEL: 1

SENTENCE 1:
",0.59,0.59,0.36,0.36
