completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Glue-sniffing is common among youngsters.,"The ancient Greeks were the first to recognize the importance of inhalation in the administration of drugs. The extensive capillary surface area of the lungs allows rapid absorption, with a","The ancient Greeks recognized the importance of inhalation in the administration of drugs. The extensive capillary surface area of the lungs allows rapid absorption, with a subsequent ""rush",0.0,0.0,0.1,0.13
Illusionist James Randi offered a million dollars to anyone able to prove that homeopathy cures.,"James Randi, the American illusionist, offered $1m to anyone able to prove, under observed conditions in a laboratory, that homeopathic remedies can really","James Randi, the American illusionist, offered $1m to anyone able to prove, under observed conditions in a laboratory, that homeopathic remedies can really",0.47,0.47,0.48,0.48
The Golden Palm has been awarded at the Cannes film Festival.,"The Fifth Golden Rooster and Hundred Flowers Festival, to be held in southeast city of Kunming from October 9 to 13, will feature award-giving ceremonies,","The Fifth Golden Rooster and Hundred Flowers Festival, to be held in southeast city of Kunming from October 9 to 13, will feature award-giving ceremonies,",0.16,0.16,0.16,0.16
The Economic Forecasting Center is located in Georgia.,"The Fed has raised interest rates three times this year, and the economy is showing signs of slowing.

LABEL: 1

SENTENCE 3","The Fed has been raising interest rates to cool down the economy.

LABEL: 1

SENTENCE 1:
The Fed has been raising",0.13,0.07,0.09,0.26
Mercedes-Benz is a German car manufacturer.,"Mercedes-Benz is another German luxury-car manufacturer, but its M-Class sport-utility vehicle is assembled in Alabama and the new G-","Mercedes-Benz is another German luxury-car manufacturer, but its M-Class sport-utility vehicle is assembled in Alabama and the new G-",0.4,0.4,0.32,0.32
Sir Clement Freud was the grandson of Sigmund Freud.,", The World at One.

SENTENCE 2:
In more than 40 years as a broadcaster, right up to the last weeks before his"," and often controversial host of the BBC's long-running quiz show, ""The Old Grey Whistle Test"".

SENTENCE 2:
In more",0.06,0.07,0.07,0.01
Acid attacks are carried out on women,"Acid attacks on women are carried out across Asia, with reports of such incidents from Burma, Cambodia, India and Pakistan.

LABEL: 1","Acid attacks on women are carried out across Asia, with reports of such incidents from Burma, Cambodia, India and Pakistan.

LABEL: 1",0.34,0.34,0.32,0.32
Barak Obama is the 44th President of the United States.,".

SENTENCE 2:
Bush's second term as President of the United States, which began on January 20, 2005, expired with the",", by signing the National Defense Authorization Act for Fiscal Year 2008, which was passed by Congress on December 18, 2007.

SENTENCE 2",0.32,0.06,0.1,0.08
Farabundo Marti National Liberation Front is accused of an attack on Merino's home.,"The FMLN's urban commandos have denied reports they participated in an attack on vice president-elect Francisco Merino's home.

LABEL:","The FMLN's urban commandos have denied reports they participated in an attack on vice president-elect Francisco Merino's home.

LABEL:",0.33,0.33,0.37,0.37
The Bronx Zoo is the biggest zoo in New York.,"

SENTENCE 2:
The Bronx Zoo, the only zoo left in the city that keeps elephants, said yesterday that it planned to shut down its"," city's Department of Parks and Recreation announced it would not renew its lease.

SENTENCE 2:
The Bronx Zoo, the only zoo left",0.35,0.3,0.27,0.27
The Tokyo Stock Exchange was closed down by computer system failure.,"The computer system failure closed down share trading at the Tokyo Stock Exchange for most of yesterday, the worst disruption to date for Asia's largest bourse.

","The computer system failure closed down share trading at the Tokyo Stock Exchange for most of yesterday, the worst disruption to date for Asia's largest bourse.

",0.21,0.21,0.59,0.59
"The members of the Gulf Cooperation Council are: Saudi Arabia, Kuwait, United Arab Emirates, Qatar, Oman, Bahrain.","The GCC summit is the first of its kind since the GCC was formed in 1981.

LABEL: 2

SENTENCE 3:
The","The GCC summit was held in Doha, Qatar, on December 7-9.

LABEL: 2

SENTENCE 1:
The",0.16,0.12,-0.0,0.03
Romania sent 730 troops in Iraq.,"The three journalists were abducted by Iraqi security forces on March 19 while covering a protest against the government of Prime Minister Igor Dodon.

LAB","The three journalists were abducted by unidentified gunmen in Baghdad on October 20.

LABEL: 2

SENTENCE 1:
The",0.0,0.08,0.15,0.03
"Washington is pressing Iraq's leaders to end weeks of political deadlock and to form a new government as soon as possible, US officials say.","The White House has been trying to get the Iraqi government to take more responsibility for the security of the country.

LABEL: 2

SENT","The White House has been under pressure to take a tougher line on Iraq, after the Iraqi government announced Sunday that it had arrested a senior American diplomat and two other",0.08,0.11,0.19,0.26
Demetrios Pandermalis is the president of the organization for the construction of the new Acropolis Museum.," Minister, Mr. Kostis Hatzidakis, stated that the restoration of the Parthenon Marbles is a matter of national importance and that the"," the British Museum.

SENTENCE 2:
The Greek government has decided to re-issue the demands regarding the Parthenon Marbles.
",0.27,0.23,0.19,0.21
Roughan has nine children.,"ast of the situation"".

SENTENCE 2:
Mr Roughan has apologised to the affected, inconvenienced residents. New Zealand Post state they"," local council.

SENTENCE 2:
Mr Roughan claims that children from the age of nine and up are drinking late at night. ""You",0.17,0.15,0.12,0.14
A railway disaster caused a fire.," risk.

SENTENCE 2:
The train derailment occurred at a time when the country was experiencing a severe heat wave, and the weather"," critical.

SENTENCE 2:
The train derailment occurred at around 10:30 a.m. local time, and the cause of",0.14,0.08,0.23,0.21
"Nike said orders for footwear and apparel for delivery totaled $4.9 billion, including a 12 percent increase in U.S. orders.","Nike Inc. said, Monday, that its first-quarter profit grew 32 percent, as the world's largest sneaker and athletic apparel company posted broad","Nike Inc. said, Monday, that its first-quarter profit grew 32 percent, as the world's largest sneaker and athletic apparel company posted broad",0.17,0.17,0.36,0.36
The World Bank is criticized for its policies.,"The Bank's decision to approve the plan was based on the assumption that the poverty rate would fall to 10 percent by the end of the decade.

LAB","The Bank has criticized its own decision to approve a controversial $40 million anti-poverty plan.

LABEL: 1

SENTENCE 1",0.11,0.29,0.2,0.2
"The Bulls basketball team is based in Chicago, Illinois.","The Chicago Bulls are a National Basketball Association team based in Chicago, Illinois.

LABEL: 1

SENTENCE 1:
The Chicago Bulls","The Chicago Bulls are a National Basketball Association team based in Chicago, Illinois.

LABEL: 1

SENTENCE 1:
The Chicago Bulls",0.55,0.55,0.53,0.53
Argentina lifted restrictions on British imports.,"Argentina has decided to lift financial and trade restrictions on imports from Britain that were imposed during the 1982 Falklands conflict.

LABEL: 1
","The United States has announced that it will lift financial and trade restrictions on imports from Britain that were imposed during the 1982 Falklands conflict.

LABEL:",0.28,0.19,0.33,0.22
James Woolsey is the director of the CIA.,"In fact, Woolsey had had no first-hand experience with the world of spies until President Bill Clinton appointed him Director of Central Intelligence.

LABEL","The CIA had been trying to get Woolsey to take over the CIA's counterintelligence program for years.

LABEL: 1

SENTENCE",0.24,0.21,0.18,0.14
Movil Access appoints Gustavo Guzman as CFO.,"Grupo Iusacell, a Grupo Salinas company, announced today that Gustavo Guzman will appoint Jose Luis Riera as company CFO","Movil Access, a Grupo Salinas company, announced today that Gustavo Guzman will appoint Jose Luis Riera as company CFO of Grupo",0.31,0.43,0.36,0.39
Harrington is a resident of Massachusetts.,", I've never used it before,"" he said. ""I'm not sure what I did wrong.""

SENTENCE 2:
Harrington,"," turnpike before.

SENTENCE 2:
Harrington was taken to an area hospital and is listed in critical condition. No other vehicles were struck",0.08,0.14,0.2,0.1
Duane Hanson was born in Minnesota.,"""Sculptures by Duane Hanson"" is an exhibition of lifelike people sculptures created by this Minnesota born artist.

LABEL: 1","""Sculptures by Duane Hanson"" is an exhibition of lifelike people sculptures created by this Minnesota born artist.

LABEL: 1",0.24,0.24,0.25,0.25
João Woidyla is a relative of Pope John Paul II.,"oidyla in the 1950s.

SENTENCE 2:
Brazil - Pope John Paul II has a Brazilian cousin living in Rio Grande do Sul,",".

SENTENCE 2:
Brazil - Pope John Paul II has a Brazilian cousin living in Rio Grande do Sul, Brazil. He is João",0.25,0.24,0.27,0.38
The African Union summit was in Egypt.," is also the African Union chairman, said the UN would consider the request for a peacekeeping force.

SENTENCE 2:
The Sudanese President"," the summit, Bashir said he would not accept the UN offer.

SENTENCE 1:
The Sudanese President Omar Hassan al-Bash",0.21,0.15,0.18,0.17
iPhone is a product of AT&T's.," a statement.

SENTENCE 2:
The company's wireless revenue rose 1.1 percent to US$6.9 billion, while its net"," to 15.9 billion US dollars.

SENTENCE 2:
The company's wireless business, which includes the iPhone, saw revenue rise 1.",0.14,0.07,0.19,0.31
Mussolini's mistress was Clara Petacci.,"In the last few days of the war, Mussolini and his mistress, Clara Petacci, tried to escape to Switzerland.

LABEL: 1","In the last few days of the war, Mussolini and his mistress, Clara Petacci, tried to escape to Switzerland.

LABEL: 1",0.3,0.3,0.28,0.28
I-tunes does business with Disney.,"The deal also includes the rights to stream episodes of the popular shows ""The Office"" and ""The Simpsons.""

LABEL: 1

","The deal is a win-win for both companies.

LABEL: 1

SENTENCE 1:
The deal is a win-win",0.0,0.0,0.09,0.41
Three scholars shared a Nobel Prize for their studies about the game theory.,"SENTENCE 2:
The three professors were jointly awarded the Nobel Prize in Economics. The three professors were singled out for their unique contributions to game theory","termoves.

SENTENCE 2:
The three professors were singled out for their unique contributions to game theory, derived from studies of games such",0.36,0.29,0.57,0.37
Monica Meadows is in stable condition.,"Authorities say Monica Meadows, who has appeared in catalogs and magazines, is in stable condition.

LABEL: 1

SENTENCE","Authorities say Monica Meadows, who has appeared in catalogs and magazines, is in stable condition.

LABEL: 1

SENTENCE",0.5,0.5,0.36,0.36
