completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Food is being prepared and served.,"Street vendors preparing and serving grilled food.

LABEL: 1

SENTENCE 1:
Street vendors preparing and serving grilled food.

","Street vendors preparing and serving grilled food.

LABEL: 1

SENTENCE 1:
Street vendors preparing and serving grilled food.

",0.17,0.17,0.65,0.65
a man sleeps in bed,"A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow board with its multicolored sail over the crest of an ocean wave,","A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow board with its multicolored sail over the crest of an ocean wave,",0.18,0.18,0.17,0.17
a man surfs,"A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow board with its multicolored sail over the crest of an ocean wave,","A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow board with its multicolored sail over the crest of an ocean wave,",0.13,0.13,0.25,0.25
A woman swims by herself through the waves.,A male windsurfer surfing on some blue waves with his yellow surfboard and red and white sail it looks as though he is about to fall into the water,A male windsurfer surfing on some blue waves with his yellow surfboard and red and white sail it looks as though he is about to fall into the water,0.11,0.11,0.31,0.31
The man is windsurfing on the ocean.,A male windsurfer surfing on some blue waves with his yellow surfboard and red and white sail it looks as though he is about to fall into the water,A male windsurfer surfing on some blue waves with his yellow surfboard and red and white sail it looks as though he is about to fall into the water,0.11,0.11,0.45,0.45
Some people are sitting in a lounge.,"A crowd watching a duo in blue dance on a stage.

LABEL: 1

SENTENCE 3:
A crowd watching a duo in","A crowd watching a duo in blue dance on a stage.

LABEL: 3

SENTENCE 3:
A crowd watching a duo in",0.14,0.14,0.27,0.29
A crowd is watching people dance.,"A crowd watching a duo in blue dance on a stage.

LABEL: 1

SENTENCE 1:
A crowd watching a duo in","A crowd watching a duo in blue dance on a stage.

LABEL: 1

SENTENCE 1:
A crowd watching a duo in",0.3,0.3,0.35,0.35
A person is using what looks to be a fax machine.,"A man is using what looks to be a fax machine.

LABEL: 1

SENTENCE 1:
A man is using what looks","A man is using what looks to be a fax machine.

LABEL: 1

SENTENCE 1:
A man is using what looks",0.62,0.62,0.5,0.5
A woman is using what looks to be a fax machine.,"A man is using what looks to be a fax machine.

LABEL: 2

SENTENCE 3:
A man is using what looks","A man is using what looks to be a fax machine.

LABEL: 2

SENTENCE 1:
A man is using what looks",0.62,0.62,0.37,0.37
A child is performing brain surgery.,"A child in a blue and white striped shirt crosses his arms and smiles while standing on red carpeted stairs.

LABEL: 2

S","A child in a blue and white striped shirt crosses his arms and smiles while standing on red carpeted stairs.

LABEL: 3

S",0.14,0.14,0.15,0.15
A young kid is smiling.,"A child in a blue and white striped shirt crosses his arms and smiles while standing on red carpeted stairs.

LABEL: 1

S","A child in a blue and white striped shirt crosses his arms and smiles while standing on red carpeted stairs.

LABEL: 1

S",0.07,0.07,0.26,0.26
An Asian man transports a group of bags.,"An Asian man walks a three-wheeled pedal card fully of white bags.

LABEL: 1

SENTENCE 1:
An Asian","An Asian man walks a three-wheeled pedal card fully of white bags.

LABEL: 1

SENTENCE 1:
An Asian",0.44,0.44,0.35,0.35
An Asian man walks his dog on a rainy afternoon.,"An Asian man walks a three-wheeled pedal card fully of white bags.

LABEL: 3

SENTENCE 3:
An Asian","A man walks a three-wheeled pedal card fully of white bags.

LABEL: 3

SENTENCE 3:
A man walks",0.34,0.21,0.28,0.26
A man is practicing his religion.,"An Asian man is praying at a Buddhist temple.

LABEL: 1

SENTENCE 1:
An Asian man is praying at a Buddhist","A white man is praying at a Buddhist temple.

LABEL: 1

SENTENCE 1:
A white man is praying at a Buddhist",0.22,0.22,0.52,0.51
The man is making noise and bothering others.,"An Asian man is praying at a Buddhist temple.

LABEL: 2

SENTENCE 3:
An Asian man is praying at a Buddhist","A man is praying at a Buddhist temple.

LABEL: 2

SENTENCE 1:
A man is praying at a Buddhist temple.",0.14,0.14,0.47,0.61
The band is playing music,"A band performing at a local bar or club.

LABEL: 1

SENTENCE 3:
A band performing at a local bar or","A band performing at a local bar or club.

LABEL: 1

SENTENCE 1:
A band performing at a local bar or",0.08,0.08,0.43,0.44
The band is playing music at a large venue,"A band performing at a local bar or club.

LABEL: 2

SENTENCE 3:
A band performing at a local bar or","A band performing at a local bar or club.

LABEL: 2

SENTENCE 1:
A band performing at a local bar or",0.2,0.2,0.44,0.43
Two people are climbing something.,"Two young men climb a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet.

LABEL:","A young man climbs a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet.

LABEL",0.07,0.0,0.29,0.28
Two men are playing soccer in the field.,"Two young men climb a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet.

LABEL:","A young man climbs a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet.

LABEL",0.12,0.0,0.22,0.2
a boy swimming in the ocean,"A boy in shorts doing a skateboard trick.

LABEL: 2

SENTENCE 3:
A boy in shorts doing a skateboard","A boy in shorts doing a skateboard trick.

LABEL: 3

SENTENCE 3:
A boy in shorts doing a skateboard",0.24,0.24,0.44,0.46
a boy engaged in a leisure activity,"A boy in shorts doing a skateboard trick.

LABEL: 1

SENTENCE 1:
A boy in shorts doing a skateboard","A boy in shorts doing a skateboard trick.

LABEL: 1

SENTENCE 1:
A boy in shorts doing a skateboard",0.31,0.31,0.49,0.49
Two people are occupied with different content.,"A man looks at an iPad on a subway, while a beautiful woman reads a book.

LABEL: 1

SENTENCE 1:
","A man looks at an iPad on a subway, while a beautiful woman reads a book.

LABEL: 1

SENTENCE 1:
",0.0,0.0,0.16,0.16
A man and woman are on a boat in the middle of the sea.,"A man looks at an iPad on a subway, while a beautiful woman reads a book.

LABEL: 1

SENTENCE 3:
","A man looks at an iPad on a subway, while a beautiful woman reads a book.

SENTENCE 1:
A man looks at an iPad",0.24,0.21,0.19,0.45
a dog runs far,"A young man in a straw hat, jeans, and a plaid shirt sweeps dust from stone steps in front of a stone building.

LABEL","A young man in a straw hat, jeans, and a plaid shirt sweeps dust from stone steps in front of a stone building.

LABEL",0.07,0.07,0.12,0.12
a man sweeps,"A young man in a straw hat, jeans, and a plaid shirt sweeps dust from stone steps in front of a stone building.

LABEL","A young man in a straw hat, jeans, and a plaid shirt sweeps dust from stone steps in front of a stone building.

LABEL",0.22,0.22,0.17,0.17
The group of people are scuba divers.,"A group of people wearing white robes with flame pattern posing for a picture at some sort of festival.

LABEL: 1

SENTENCE 3","A group of people wearing white robes with flame pattern posing for a picture at some sort of festival.

LABEL: 3

SENTENCE 3",0.2,0.2,0.15,0.18
The group of people are dressed alike.,"A group of people wearing white robes with flame pattern posing for a picture at some sort of festival.

LABEL: 1

SENTENCE 3","A group of people wearing white robes with flame pattern posing for a picture at some sort of festival.

LABEL: 1

SENTENCE 1",0.2,0.2,0.26,0.27
A saleswoman in a market.,"A woman sits in a market where she sells goods with her dog.

LABEL: 1

SENTENCE 1:
A woman sits in","A woman sits in a market where she sells goods with her dog.

LABEL: 1

SENTENCE 1:
A woman sits in",0.31,0.31,0.31,0.31
A dog sells a woman a hat.,"A woman sits in a market where she sells goods with her dog.

LABEL: 1

SENTENCE 3:
A woman sits in","A woman sits in a market where she sells goods with her dog.

LABEL: 1

SENTENCE 1:
A woman sits in",0.29,0.29,0.27,0.27
Two workers with leaf blowers blow leaves at each other for  fun,"Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk.

SENTENCE 1:
Two workers with leaf blow","Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk.

SENTENCE 1:
Two workers with leaf blow",0.39,0.39,0.37,0.37
Two people outdoors,"Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk.

LABEL: 1

SENTENCE 1:","Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk.

LABEL: 1

SENTENCE 1:",0.08,0.08,0.15,0.15
Boy in a pool,"A small boy wearing a blue shirt plays in the kiddie pool.

LABEL: 1

SENTENCE 1:
A small boy","A small boy wearing a blue shirt plays in the kiddie pool.

LABEL: 1

SENTENCE 1:
A small boy",0.26,0.26,0.31,0.31
Boy playing in the sandbox,"A small boy wearing a blue shirt plays in the kiddie pool.

LABEL: 1

SENTENCE 3:
A small boy","A small boy wearing a blue shirt plays in the kiddie pool.

LABEL: 3

SENTENCE 3:
A small boy",0.25,0.25,0.31,0.33
The people are walking in the dirt,"Africans are walking down a dirt road with straw huts in the background.

LABEL: 1

SENTENCE 1:
Af","Africans are walking down a dirt road with straw huts in the background.

LABEL: 1

SENTENCE 1:
Af",0.32,0.32,0.18,0.18
The men are working,"Women work on a city street.

LABEL: 1

SENTENCE 1:
Men work on a city street.

LABEL","Men work on a city street.

LABEL: 1

SENTENCE 1:
Men work on a city street.

LABEL",0.1,0.1,0.45,0.58
The men are sleeping,"Men work on a city street.

LABEL: 2

SENTENCE 3:
Men work on a city street.

LABEL","Men work on a city street.

LABEL: 2

SENTENCE 1:
Men work on a city street.

LABEL",0.1,0.1,0.49,0.48
Guy sitting on fence.,"Workers wearing orange vests work on fence.

LABEL: 2

SENTENCE 3:
Workers wearing orange vests work on","Workers wearing orange vests work on fence.

LABEL: 3

SENTENCE 3:
Workers wearing orange vests work on",0.19,0.19,0.4,0.43
A man in the crowd is wearing his hat backwards.,"A dark-skinned man wearing a green cap backwards on his head grins in a crowd.

LABEL: 1

SENTENCE 1","A dark-skinned man wearing a green cap backwards on his head grins in a crowd.

LABEL: 1

SENTENCE 1",0.27,0.27,0.33,0.33
The man in the green cap finds something funny.,"A dark-skinned man wearing a green cap backwards on his head grins in a crowd.

LABEL: 1

SENTENCE 1","A dark-skinned man wearing a green cap backwards on his head grins in a crowd.

LABEL: 1

SENTENCE 1",0.21,0.21,0.36,0.36
A fat woman is wearing a shirt.,"A fat woman wearing faint blue top is blowing soap bubble.

LABEL: 1

SENTENCE 1:
A fat woman wearing faint blue","A fat woman wearing faint blue top is blowing soap bubble.

LABEL: 1

SENTENCE 1:
A fat woman wearing faint blue",0.36,0.36,0.34,0.34
A fat woman is topless.,"A fat woman wearing faint blue top is blowing soap bubble.

LABEL: 2

SENTENCE 3:
A fat woman wearing faint blue","A fat woman wearing faint blue top is blowing soap bubble.

LABEL: 3

SENTENCE 3:
A fat woman wearing faint blue",0.31,0.31,0.34,0.36
A man is swimming in an indoor pool.,"A man is swimming with a little girl wearing a pink life jacket in an indoor pool

LABEL: 1

SENTENCE 1:
A","A man is swimming with a little girl wearing a pink life jacket in an indoor pool

LABEL: 1

SENTENCE 1:
A",0.53,0.53,0.3,0.3
A boy is swimming in the ocean.,"A man is swimming with a little girl wearing a pink life jacket in an indoor pool

LABEL: 1

SENTENCE 3:
A","A man is swimming with a little girl wearing a pink life jacket in an indoor pool

LABEL: 3

SENTENCE 3:
A",0.28,0.28,0.15,0.19
The man is chopping wood with a hammer.,"Man chopping wood with an axe.

LABEL: 1

SENTENCE 3:
Man chopping wood with an axe.

","Man chopping wood with an axe.

LABEL: 3

SENTENCE 3:
Man chopping wood with an axe.

",0.33,0.33,0.63,0.65
A man is cutting wood.,"Man chopping wood with an axe.

LABEL: 1

SENTENCE 1:
Man chopping wood with an axe.

","Man chopping wood with an axe.

LABEL: 1

SENTENCE 1:
Man chopping wood with an axe.

",0.19,0.19,0.68,0.68
The man is outside.,"Man chopping wood with an axe.

LABEL: 1

SENTENCE 1:
Man chopping wood with an axe.

","Man chopping wood with an axe.

LABEL: 1

SENTENCE 1:
Man chopping wood with an axe.

",0.1,0.1,0.58,0.58
A man with a walking stick is next to the street.,"An older gentleman wearing a hat is walking on crutches next to a busy street.

LABEL: 2

SENTENCE 3:
","A young man wearing a hat is walking on crutches next to a busy street.

LABEL: 3

SENTENCE 3:
",0.33,0.47,0.34,0.35
An man on crutches is outside.,"A young man wearing a hat is walking on crutches next to a busy street.

LABEL: 1

SENTENCE 1:
","A young man wearing a hat is walking on crutches next to a busy street.

LABEL: 1

SENTENCE 1:
",0.24,0.24,0.29,0.29
These two men are relaxing by the pool.,"Two workers stretch the canvas of the advertising billboard for free range chickens to be appended on a billboard.

SENTENCE 3:
Two workers","The workers stretch the canvas of the advertising billboard for free range chickens to be appended on a billboard.

LABEL: 3

SENT",0.13,0.07,0.28,0.24
