completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"First, turn on the sink.","How to clean a garbage disposal<br>Turn off the power to the disposal. Unplug the disposal from the wall.

LABEL: 3
","Remove the drain cover.

LABEL: 3

SENTENCE 2:
Remove the drain cover.

LABEL: 4

",0.15,0.11,0.39,0.47
"Only sprinkling some blueberries, raspberries, or sliced strawberries in your morning cereal can boost your health.","Berries are a great source of antioxidants.

LABEL: 3

SENTENCE 3:
Berries are a great source of antioxidants.",":
Berries are a great way to add flavor to your diet.

LABEL: 1

```

## Training

### Training",0.0,0.06,0.59,0.15
manually creating a table of contents means putting the title to the right of the new page,How to write a table of contents<br>Start a new page after the title page. The table of contents should appear after the title page in the document,How to write a table of contents<br>Start a new page after the title page. The table of contents should appear after the title page in the document,0.43,0.43,0.62,0.62
Living donors cannot donate kidneys.,How to be a living donor<br>The second way to become a kidney donor is known as living donation. This means that the kidney is donated from one,How to be a kidney donor<br>Decide between deceased and living donation. There are two different ways to become a kidney donor. The first is known,0.06,0.06,0.36,0.45
You need to put the measuring cup in the saucepan on the stove,"How to make easy caramel<br>Measure out the ingredients before you start cooking. Timing is very important when making caramel, since it can easily burn,","
SENTENCE 2:
How to make easy caramel<br>Measure out the ingredients before you start cooking. Timing is very important when making caramel",0.1,0.11,0.47,0.52
Teens should avoid driving the speed limit to remain safe.,"How to be a safe teenage driver<br>Make sure to stick to the speed limit. Even if you are running late somewhere, don't speed. It","Make sure to stick to the speed limit. Even if you are running late somewhere, don't speed. It's better to get to your destination a few minutes",0.16,0.21,0.44,0.42
"Gum disease can occur in the mouth, but also on the feet.",How to treat gum disease<br>Learn about the causes of gum disease. The condition actually begins with the deposition of plaque (a slimy substance) around,How to detect gum disease<br>Learn about the causes of gum disease. The condition actually begins with the deposition of plaque (a slimy substance) around,0.21,0.21,0.4,0.39
make sure the hand you don't usually use is on the tip of the stick,"Hold the stick with your dominant hand. The dominant hand should be wrapped around the top of the stick. Your thumb should be near the top of the stick,",".

SENTENCE 2:
How to shoot a lacrosse ball<br>Grip toward the bottom of the stick with your non-domin",0.27,0.22,0.42,0.21
your throat contains a q,How to stop a dry cough at night<br>Drink water before bed. Drinking water before bed can help you stop a dry cough at night.," cough).

SENTENCE 2:
How to stop a dry cough at night<br>Stay hydrated even at night. Keep a glass of",0.06,0.08,0.43,0.22
The fourth month in 2016 saw a release of a new version of snapchat.,"How to video chat on snapchat<br>Update snapchat. Snapchat reworked the chat interface in version 9.27.0.0, released","SENTENCE 2:
How to video chat on snapchat<br>Update snapchat. Snapchat reworked the chat interface in version 9.27",0.17,0.18,0.39,0.32
Practice good hand hygiene by washing your hands with dish soap and water.,"

SENTENCE 2:
How to help prevent epidemics from spreading<br>Wash your hands when preparing food or going to the bathroom."," the bathroom.

SENTENCE 2:
How to help prevent epidemics from spreading<br>Wash your hands when preparing food or going to",0.12,0.12,0.44,0.22
Common email marketing campaign introduces old product and new brand,"ENCE 2:
How to create a strong email marketing campaign<br>Determine the purpose of your email marketing campaign. Common reasons for undertaking such a project include"," list of your goals and objectives.

SENTENCE 2:
How to create a strong email marketing campaign<br>Determine the purpose of your email",0.16,0.18,0.38,0.42
"Have him take a shower and shave his lower arms, upper back, and face.","How to dress up a girl like a boy<br>Shave his legs, armpits, and face. For a girl to dress like a boy","

SENTENCE 2:
How to dress up a boy like a girl<br>Shave his legs, armpits, and face.",0.26,0.31,0.57,0.41
its easy to resist the urge to scratch chickenpox,"How to relieve itching from chickenpox<br>Scratching can cause the skin to break and become infected.

LABEL: 3
",":
How to relieve itching from chickenpox<br>Resist the urge to scratch your skin. Chickenpox can be very itchy and",0.21,0.48,0.33,0.49
enter the wrong password,"How to delete a status on facebook<br>Log into your facebook account. Using any web browser on your computer, visit. [substeps] Enter your","EL:

SENTENCE 2:
How to delete a status on facebook<br>Log into your facebook account. Using any web browser on your",0.07,0.0,0.2,0.2
Downhill putts is not an option.,"SENTENCE 2:
How to make a putt under pressure<br>Make sure you hit the green, preferably on the upslope as close",".

SENTENCE 2:
How to make a putt under pressure<br>Make sure you hit the green, preferably on the upsl",0.0,0.0,0.25,0.22
It is customary to give an employer notice much earlier than two weeks from the final date. ,How to leave a job on good terms<br>Start preparations early. It is customary to give an employer at least two weeks' notice before leaving a job,How to leave a job on good terms<br>Start preparations early. It is customary to give an employer at least two weeks' notice before leaving a job,0.4,0.4,0.67,0.67
Having food poisoning is better than not having food poisoning,"How to prevent food poisoning<br>Wash your hands before and after handling food.

LABEL: 3

SENTENCE 3:
","How to recover from food poisoning fast<br>Drink plenty of liquids and fluids. If you're experiencing frequent vomiting and diarrhea, your body will quickly lose",0.21,0.11,0.18,0.28
"Make a good impression, but don't worry if you don't look good.","How to plan a first date (girls )<br>Make sure you look good, make a good impression. Don't take her somewhere fancy unless you"," 2:
How to plan a first date (guys )<br>Make sure you look good, make a good impression. Don't take her somewhere",0.36,0.32,0.41,0.38
You need at least 1 yard of green felt to make a peter pan hat,"Cut out the hat. Cut out the hat from the green felt. [substeps] Cut out the hat from the green felt.

LABEL:","

SENTENCE 2:
How to make a peter pan hat<br>Get the materials you will need. Making your peter pan hat",0.16,0.33,0.44,0.53
The consistency of flour feels like gravel.,How to make a healthy fruit smoothie<br>Put the oats and chia seeds into the blender. Grate 'em up until you get the,"Put the oats and chia seeds into the blender. Grate 'em up until you get the consistency of flour--in other words, till they're",0.06,0.25,0.19,0.29
"To deep fry a watermelon, it should be cut into 6 pieces","Cut the watermelon in half, down its length. Then cut each half in half, again cutting down the length. Place the four wedges on a board","Cut the watermelon in half, down its length. Then cut each half in half, again cutting down the length. Place the four wedges on a board",0.11,0.11,0.47,0.47
call the person and tell them you are removing them,"How to end a relationship on facebook<br>Log into your facebook account. To end a current relationship status on your user profile, you must sign into your"," [substeps] Click the ""Log In"" button. [substeps] Click the ""Account"" link at the top of the page. [substeps",0.05,0.07,0.31,0.25
The US bureau of labor statistics projects that jobs for insurance brokers will increase by more than 9.01% from 2014 to 2024.,"

SENTENCE 2:
How to become an insurance broker in florida<br>Identify opportunities in your area. Becoming an insurance broker"," will be a growth of about 10% in the number of insurance sales agents.

SENTENCE 2:
How to become an insurance broker in flor",0.05,0.17,0.26,0.2
all insects have six sub species so it could be useful to assume you have them.,":
How to make a weta home in your garden<br>Check for weta in your garden. Even urban gardens have their fair share of this"," your garden.

SENTENCE 2:
How to make a weta home in your garden<br>Check for weta in your garden.",0.1,0.06,0.3,0.35
"Heat the ingredients, then place water in the saucepan.","How to make peppermint sauce<br>Place the cream, crushed peppermint candies and water into the saucepan. [substeps]","
SENTENCE 2:
Place the cream, crushed peppermint candies and water into the saucepan. [substeps] Candy canes",0.3,0.32,0.5,0.39
Old and new coins have a date of issue printed on the front or back of the coin.,How to find the value of old coins<br>Pin down the coin's origin and date. You'll need to know exactly what coin you're looking at,"ENTENCE 2:
How to find the value of old coins<br>Pin down the coin's origin and date. You'll need to know exactly what",0.17,0.18,0.43,0.28
You have to sign in order to use the application effectively,How to invite friends to like your page on facebook pages manager<br>Download and install the application. Facebook pages manager is available on both itunes app store,How to invite friends to like your page on facebook pages manager<br>Download and install the application. Facebook pages manager is available on both itunes app store,0.21,0.21,0.43,0.43
Ride a bus to avoid a parking ticket.,How to avoid a parking ticket<br>Use public transport to travel into city centers and congested areas. The simplest defense against parking violations is not to park,":
How to avoid a parking ticket<br>Use public transport to travel into city centers and congested areas. The simplest defense against parking violations is not",0.28,0.29,0.5,0.42
