completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Reversible reactions are indicated by opposite-headed kinds of arrows.,"The Arrow or Read Head indicates the location on the tape that is currently beneath the Read Head.

LABEL: positive

SENTENCE 3:","The Arrow or Read Head indicates the location on the tape that is currently beneath the Read Head.

LABEL: neutral

SENTENCE 1:",0.0,0.0,0.2,0.21
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","Resistance is a measure of the opposition of a material to the flow of an electric current.

LABEL: positive

SENTENCE 3:","The resistivity of a material is a measure of the resistance of a material to the flow of an electric current.

LABEL: positive

SENT",0.11,0.15,0.21,0.13
"If a substance has a ph value greater than 7,that indicates that it is base.","base is a substance with pH less than 7.

LABEL: entails

SENTENCE 1:
base is a substance with pH greater than","base is a substance with pH less than 7.

LABEL: entails

SENTENCE 1:
base is a substance with pH greater than",0.32,0.32,0.39,0.39
Birds live and breed on seven of the continents.,"Meg's ambition was to live on seven continents and learn seven languages.

LABEL: positive

SENTENCE 3:
Meg's","Meg's ambition is to live on seven continents and learn seven languages.

SENTENCE 1:
One of Meg's ambitions was to live on",0.29,0.24,0.24,0.38
The development of the respiratory system in the fetus begins at about 4 weeks.,"During the third week of embryonic growth the brain begins to develop in the early fetus in a process called induction.

LABEL: positive

SENT","The brain is the most complex part of the body.

LABEL: positive

SENTENCE 1:
The brain is the most complex part",0.32,0.23,0.16,0.34
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"Clearly, deforestation contributes to global warming and ocean acidification (see my two postings entitled Solar Activity, Greenhouse Gas Levels and Climate Change on Our","The global warming and ocean acidification are caused by the increase in the concentration of greenhouse gases in the atmosphere.

LABEL: positive

SENT",0.1,0.26,0.17,0.23
Nematodes can be a parasite of both.,"gacA was identified in both the plant and nematode screens).

SENTENCE 1:
gacA was identified in both the plant and","The plant screen identified a number of genes that were not present in the nematode screen.

LABEL: neutral

SENTENCE 1:
",0.07,0.15,0.44,0.15
When liquid water changes to water vapor it is called evaporation.,"Evaporation is the change of water vapor to water.

LABEL: entails

SENTENCE 1:
Evaporation is the change of water","Evaporation is the change of liquid-water to water vapor.

LABEL: entails

SENTENCE 1:
Evaporation is the change",0.27,0.41,0.47,0.45
A convex mirror is shaped like the outside of a bowl.,"Spool Sanding Sanding convex or concave profiles on curves such as mirror frames, headboards, and other compound shapes.

LABEL: positive
","Spool Sanding Sanding convex or concave profiles on curves such as mirror frames, headboards, and other compound shapes.

LABEL: positive
",0.13,0.13,0.27,0.27
"When sediments settle out of water, they form horizontal layers.","The rock is a sedimentary rock.

LABEL: positive

SENTENCE 3:
The rock is a sedimentary rock.

","The rock is a sedimentary rock.

LABEL: positive

SENTENCE 1:
The rock is a sedimentary rock.

",0.0,0.0,0.48,0.49
A convex mirror is shaped like the outside of a bowl.,"The light is reflected by the concave (curved inward, like a bowl) primary mirror and reflected toward the smaller, convex (curved outward, like a","The light is collected by the concave (curved inward, like a bowl) primary mirror and reflected toward the smaller, convex (curved outward, like a",0.23,0.23,0.38,0.37
Beneficial fungi play a crucial role in balance of ecosystems.,"Grizzlies are also important to the ecosystem, as they help keep down populations of moose, caribou and deer, and thus their presence helps","Grizzlies are also important to the ecosystem because they help keep down populations of moose, caribou and deer, and thus their presence helps ensure",0.06,0.06,0.32,0.28
Vertebrata are characterized by the presence of backbone.,"and Vertebrata, animals with backbones made up of vertebrae, with about 41,700 species.

SENTENCE 1:
and","and Vertebrata, animals with backbones made up of vertebrae, with about 41,700 species.

LABEL: entails

S",0.16,0.16,0.39,0.28
Mitosis actually occurs in four phases.,"Phases one and two were the actual treatment phases of the program.

LABEL: positive

SENTENCE 3:
Phases one and","Phases one and two were the actual treatment phases of the program.

LABEL: neutral

SENTENCE 1:
Phases one and",0.08,0.08,0.25,0.25
The water cycle ends with it repeats itself.,"it is the first day of the new year.

LABEL: positive

SENTENCE 3:
it is the first day of the new","it is a sentence that is not a part of the cycle.

LABEL: positive

SENTENCE 1:
it is a sentence that",0.14,0.21,0.32,0.27
The eighth planet from our sun is neptune.,"Neptune is the eighth planet from the sun.

LABEL: is

SENTENCE 3:
Neptune is the eighth planet","Neptune is the eighth planet from the sun.

LABEL: entails

SENTENCE 1:
Neptune is the eighth planet",0.56,0.48,0.48,0.49
The concentration of the hydrogen ion in a solution can be calculated when the ph is known.,"pH is the measure of hydrogen ions concentration.

LABEL: entails

SENTENCE 1:
pH is the measure of hydrogen ions concentration.","pH is the measure of hydrogen ions concentration.

LABEL: entails

SENTENCE 1:
pH is the measure of hydrogen ions concentration.",0.27,0.27,0.5,0.5
Fission is the radioactive process used in nuclear power plants and one type of nuclear bomb.,"Called fusion, the reaction is used in nuclear power plants and atomic bombs.

LABEL: entails

SENTENCE 1:
Called","The fission reaction is used in nuclear power plants and atomic bombs.

LABEL: entails

SENTENCE 1:
The fission reaction is used",0.41,0.43,0.38,0.46
Energy is stored in a chemical substance between atoms.,"The first book, Thermodynamics, was published in 1923.

LABEL: neutral

SENTENCE 3:
The second book, the","The first book, Thermodynamics, was published in 1923.

LABEL: positive

SENTENCE 1:
The second book, Val",0.08,0.08,0.15,0.19
The concentration of the hydrogen ion in a solution can be calculated when the ph is known.,"pH is a measure of the concentration of hydrogen ions in a solution.

LABEL: is a measure of the concentration of hydrogen ions in a solution.","pH is a measure of the concentration of hydrogen ions in a solution.

LABEL: entails

SENTENCE 1:
pH is a measure",0.37,0.47,0.58,0.45
Beneficial fungi play a crucial role in balance of ecosystems.,"In some sense they are also beneficial as part of a balanced ecosystem.

LABEL: positive

SENTENCE 3:
In some sense they","The ecosystem is not balanced.

LABEL: negative

SENTENCE 1:
The ecosystem is not balanced.

LABEL: positive",0.19,0.0,0.36,0.47
A(n) organ is a structure that is composed of one or more types of tissues.,"ORGANS are discrete structures that consist of at least 2 tissues types.

LABEL: is

SENTENCE 3:
ORGANS","ORGANS are discrete structures that consist of at least 2 tissues types.

LABEL: entails

SENTENCE 1:
ORGANS",0.18,0.18,0.38,0.42
Reversible reactions are indicated by opposite-headed kinds of arrows.,"Arrow heads indicate DNA fragments with different mobilities.

LABEL: positive

SENTENCE 3:
Arrow heads indicate DNA fragments with","Arrow heads indicate DNA fragments with different mobilities.

LABEL: positive

SENTENCE 1:
Arrow heads indicate DNA fragments with",0.0,0.0,0.31,0.31
Backbone is another name for the vertebral column.,"The notochord of the hagfish is a long, thin, flexible rod of cartilage that runs the length of the body.

LABEL:","The notochord is a long, thin, flexible rod of tissue that runs the length of the body.

LABEL: entails

SENT",0.14,0.14,0.1,0.01
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"A bee that locates a food source returns to the hive and performs a dance indicating the location, direction, distance, and type of food source.
","A bee that locates a food source returns to the hive and performs a dance indicating the location, direction, distance, and type of food source.
",0.33,0.33,0.57,0.57
A(n) organ is a structure that is composed of one or more types of tissues.,"The organs are structures of definite form that are composed of two or more different tissues and have speciflc functions.

LABEL: entails

S","The organs are structures of definite form that are composed of two or more different tissues and have speciflc functions.

LABEL: entails

S",0.31,0.31,0.35,0.35
Binary fission is a form of cell division in prokaryotic organisms that produces identical offspring.,"fission -- Division of single-celled organisms, especially prokaryotes, in which mitosis does occur.

LABEL: positive

","fission -- Division of single-celled organisms, especially prokaryotes, in which mitosis does occur.

LABEL: positive

",0.2,0.2,0.36,0.36
"In weather terms, the boundary between two air masses is called front.","a front is a boundary layer between to different air masses.

SENTENCE 1:
a front is a boundary layer between to different air masses.","a front is a boundary layer between to different air masses.

LABEL: entails

SENTENCE 1:
a front is a boundary layer",0.28,0.3,0.69,0.41
Plasma matter makes up most of the universe.,"The reality is that plasmas make up over 98% of the matter in the universe.

LABEL: implies

SENTENCE 1:
","The reality is that plasmas make up over 98% of the matter in the universe.

LABEL: entails

SENTENCE 1:
",0.3,0.3,0.26,0.28
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,"The helper virus is used to coinfect cells alongside the viral vector and provides the necessary enzymes for replication of the genome of the viral vector.

LABEL","The helper virus is used to coinfect cells alongside the viral vector and provides the necessary enzymes for replication of the viral vector.

LABEL: positive
",0.17,0.18,0.13,0.13
Mitosis actually occurs in four phases.,"Phase Four is the actual home visits by these volunteers.

LABEL: positive

SENTENCE 3:
Phase Four is the actual home visits","The volunteers are going to visit the elderly people in their homes.

LABEL: positive

SENTENCE 1:
The volunteers are going to",0.07,0.07,0.38,0.23
