completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"When Fred first saw my father, My father was twelve months old.","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.

LABEL","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.

LABEL",0.53,0.53,0.55,0.55
James was refused.,"James asked Robert for a favor but he was refused.

LABEL: 2

SENTENCE 1:
James asked Robert for a favor but","James asked Robert for a favor but he was refused.

LABEL: 2

SENTENCE 1:
James asked Robert for a favor but",0.25,0.25,0.59,0.59
"Lily spoke to Donna, breaking Lily's silence.","Donna was surprised by Lily's sudden outburst.

LABEL: 2

SENTENCE 1:
Lily spoke to Donna, breaking","Lily spoke to Donna, breaking her silence.

LABEL: 1

SENTENCE 1:
Lily spoke to Donna, breaking her",0.4,0.48,0.35,0.53
Bob would have lost.,"Adam had a sudden run of good luck.

LABEL: 1

SENTENCE 1:
Bob was playing cards with Adam and was way","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of bad luck, he would have won.

LABEL",0.08,0.2,0.26,0.24
Dan is very cruel.,"Bill was very cruel. He was toying with the injured bird.

LABEL: 1

SENTENCE 1:
Dan had to stop","Dan had to stop Bill from toying with the injured bird. He is very cruel.

LABEL: 0

SENTENCE 1:
",0.17,0.35,0.22,0.3
Mary had forgotten.,"Mary said that the library closes at 10:00.

LABEL: 2

SENTENCE 1:
Ann asked Mary what time the library","Mary said that the library closes at 9:00.

LABEL: 2

SENTENCE 1:
Ann asked Mary what time the library",0.09,0.09,0.33,0.33
The sculpture wasn't anchored.,"The sculpture was anchored to the shelf.

LABEL: 2

SENTENCE 1:
The sculpture rolled off the shelf because it wasn't","The sculpture rolled off the shelf because it wasn't anchored.

LABEL: 1

SENTENCE 1:
The sculpture rolled off the shelf",0.31,0.38,0.37,0.67
Carol believed that Rebecca suspected that Carol had stolen the watch.,"Carol believed that Rebecca suspected that she had stolen the watch.

LABEL: 2

SENTENCE 1:
Carol believed that Rebecca suspected that","Carol believed that Rebecca suspected that she had stolen the watch.

LABEL: 2

SENTENCE 1:
Carol believed that Rebecca suspected that",0.62,0.62,0.51,0.51
George wasn't successful.,"Paul tried to call George on the phone, but he wasn't successful.

LABEL: 1

SENTENCE 1:
Paul tried to","Paul tried to call George on the phone, but he wasn't successful.

LABEL: 1

SENTENCE 1:
Paul tried to",0.33,0.33,0.31,0.31
"Mary tucked her daughter Anne into bed, so that Mary could work.","Mary worked, so that she could go to the store.

LABEL: 2

SENTENCE 1:
Mary tucked her daughter Anne into","Mary tucked her daughter Anne into bed, so that she could work.

LABEL: 2

SENTENCE 1:
Mary tucked her daughter",0.37,0.69,0.35,0.59
Robert refused.,"James asked Robert for a favor but he refused.

LABEL: 2

SENTENCE 1:
James asked Robert for a favor but he","James asked Robert for a favor but he refused.

LABEL: 2

SENTENCE 1:
James asked Robert for a favor but he",0.17,0.17,0.55,0.55
The coffee got full of coffee.,"I tried using a spoon, but it was too big.

LABEL: 1

SENTENCE 1:
I tried using a pen,","I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full",0.0,0.17,0.33,0.44
We couldn't use the path.,"We used the path to the lake.

LABEL: 2

SENTENCE 1:
The path to the lake was blocked, so we","We had to use the path to the lake.

LABEL: 2

SENTENCE 1:
The path to the lake was blocked,",0.23,0.31,0.38,0.47
"Stretching the girl's back, the woman smiled at the girl.","The girl smiled at the woman.

LABEL: 1

SENTENCE 1:
The woman smiled at the girl.

LABEL","Stretching her back, the woman smiled at the girl.

LABEL: 0

SENTENCE 1:
Stretching her back",0.57,0.59,0.44,0.66
Archaeologists hunted for evidence on the river banks.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks.

LABEL: 2","Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks.

LABEL: 2",0.53,0.53,0.51,0.51
The lemons came out looking more like light bulbs.,"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.

LAB","I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.

LAB",0.47,0.47,0.53,0.53
This afternoon the tide knocked The sand castle down.,"Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked it down.

LAB","Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked it down.

LAB",0.34,0.34,0.46,0.46
The chickens have gotten very nervous.,"The foxes are getting in at night and attacking the chickens. They have gotten very nervous.

LABEL: 2

SENTENCE 1:","The foxes are getting in at night and attacking the chickens. They have gotten very nervous.

LABEL: 1

SENTENCE 1:",0.46,0.46,0.39,0.4
Ray reached the top of the stairs.,"Tom threw his schoolbag down to Ray after he reached the top of the stairs.

LABEL: 1

SENTENCE 1:
Tom","Tom threw his schoolbag down to Ray after he reached the top of the stairs.

LABEL: 1

SENTENCE 1:
Tom",0.52,0.52,0.31,0.31
Kamchatka was defeated within weeks.,"In August, Yakutsk declared war on Kamtchatka. Since Kamtchatka's army was much better equipped and ten times larger, they","In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they",0.08,0.08,0.23,0.25
The trainer slept with her boyfriend.,"Madonna's boyfriend is her trainer.

LABEL: 2

SENTENCE 1:
Madonna's boyfriend is her trainer.

","Madonna fired her trainer because she slept with her boyfriend.

LABEL: 2

SENTENCE 1:
Madonna fired her trainer because",0.18,0.4,0.49,0.51
Dan is very compassionate.,"Bill was very angry with Dan for stopping him from toying with the injured bird.

LABEL: 2

SENTENCE 1:
Dan","Dan had to stop Bill from toying with the injured bird. He is very compassionate.

LABEL: 1

SENTENCE 1:
",0.08,0.35,0.17,0.29
I put the rag in the trash.,"I used a new rag to clean the knife, and then I put it in the trash.

LABEL: 2

SENTENCE 1:","I used an old rag to clean the knife, and then I put it in the trash.

LABEL: 2

SENTENCE 1:",0.36,0.36,0.38,0.39
"Patting the woman's back, the woman smiled at the girl.","The woman smiled at the girl.

LABEL: 1

SENTENCE 1:
Patting her back, the woman smiled at the girl","The woman patted her back and smiled at the girl.

LABEL: 1

SENTENCE 1:
The woman patted her back",0.6,0.47,0.68,0.63
The table was made of styrofoam.,"The ball was made of styrofoam.

LABEL: 2

SENTENCE 1:
The large ball crashed right through the table","The large ball crashed right through the table because it was made of styrofoam.

LABEL: 1

SENTENCE 1:
",0.42,0.5,0.41,0.31
I couldn't get the chewing gum out.,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it out.

","I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it out.

",0.29,0.29,0.55,0.55
Adam would be gone by this time.,"Bob is late for work.

LABEL: 2

SENTENCE 1:
Adam can't leave work here until Bob arrives to replace him","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be gone by this time.
",0.07,0.4,0.46,0.56
Bob is very hurt.,"Charlie is very hurt.

LABEL: 2

SENTENCE 3:
Bob is very happy.

LABEL: 3

","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt.

LABEL: 1

S",0.33,0.3,0.44,0.29
Anyone who knew that he was 19 years old could take his claim away from Bernard.,"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything",0.22,0.22,0.44,0.44
She has had the flute since she was a child.,"Mary has had her flute since she was a child.

LABEL: 2

SENTENCE 1:
Mary took out her flute","Mary took out her flute and played one of her favorite pieces. She has had it since she was a child.

LABEL: 1

",0.55,0.48,0.56,0.48
Sam and Amy are snobs.,"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are snobs.

LABEL: 1

","Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are snobs.

LABEL: 1

",0.38,0.38,0.35,0.35
It was a fine selection of Shakespeare's writing.,"Goethe was a great admirer of Shakespeare.

LABEL: 2

SENTENCE 1:
This book introduced Shakespeare to Goethe;","This book introduced Shakespeare to Goethe; it was a fine selection of his writing.

LABEL: 1

SENTENCE 1:
This",0.31,0.5,0.41,0.34
I shall have to guard The chickens.,"I shall have to guard the chickens.

LABEL: 2

SENTENCE 3:
I shall have to guard the foxes.
","The foxes are getting in at night and attacking the chickens. I shall have to guard them.

LABEL: 1

SENTENCE 1",0.56,0.36,0.46,0.44
"The donkey wished a wart on its hind leg would disappear, and wart did.","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 2

SENTENCE 1:
The donkey","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 1

SENTENCE 1:
The donkey",0.76,0.76,0.68,0.67
The refrigerator has a lot of butter in it.,"I put the cake away in the refrigerator. It has a lot of butter in it.

LABEL: 1

SENTENCE 1:
","I put the cake away in the refrigerator. It has a lot of butter in it.

LABEL: 0

SENTENCE 1:
",0.62,0.62,0.44,0.43
The sack of potatoes had to be moved first.,"The sack of potatoes had been placed below the bag of flour, so it had to be moved first.

LABEL: 1

SENTENCE","The sack of potatoes had been placed below the bag of flour, so it had to be moved first.

LABEL: 0

SENTENCE",0.58,0.58,0.38,0.41
He couldn't afford the faces.,"""I'm sorry, children,"" he said. ""I'm sorry, but I can't afford to buy you anything.""

LABEL: 1
","Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn",0.23,0.11,0.29,0.37
The heavy book broke.,"I put the heavy book on the table and it broke.

LABEL: 1

SENTENCE 1:
I put the heavy book on","I put the heavy book on the table and it broke.

LABEL: 0

SENTENCE 1:
I put the heavy book on",0.32,0.32,0.46,0.46
I put the knife in the drawer.,"I used an old rag to clean the knife, and then I put it in the drawer.

LABEL: 2

SENTENCE 1:","I used an old rag to clean the knife, and then I put it in the drawer.

LABEL: 2

SENTENCE 1:",0.43,0.43,0.37,0.37
James refused.,"James asked Robert for a favor but he refused.

LABEL: 1

SENTENCE 1:
James asked Robert for a favor but he","James asked Robert for a favor but he refused.

LABEL: 1

SENTENCE 1:
James asked Robert for a favor but he",0.17,0.17,0.57,0.57
Men had the right to keep their sons working for them until the sons were 21 years of age.,"Men had the right to keep their sons working for them until they were 21 years of age.

LABEL: 2

SENTENCE 1:","Men had the right to keep their sons working for them until they were 21 years of age.

LABEL: 1

SENTENCE 1:",0.83,0.83,0.67,0.69
We rescued the younger students.,"The older students were bullying the younger ones, so we rescued them.

LABEL: 2

SENTENCE 1:
The older students were","The older students were bullying the younger ones, so we rescued them.

LABEL: 1

SENTENCE 1:
The older students were",0.32,0.32,0.3,0.3
This afternoon the wind knocked The flag down.,"Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.

LAB","Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.

LAB",0.35,0.35,0.41,0.41
The sack of potatoes had to be moved first.,"The sack of potatoes was placed above the bag of flour.

LABEL: 2

SENTENCE 1:
The sack of potatoes had been","The sack of potatoes had been placed above the bag of flour, so it had to be moved first.

LABEL: 1

SENTENCE",0.33,0.58,0.31,0.39
Anne's daughter is a very charming baby.,"Anne is a very charming woman.

LABEL: 2

SENTENCE 1:
Anne gave birth to a daughter last month. She is","Anne gave birth to a daughter last month. She is a very charming baby.

LABEL: 2

SENTENCE 1:
Anne gave",0.36,0.5,0.42,0.3
"Isn't it nice that the Freemans have come, Mama!""","""Yes, it is nice that they have come, Mama,"" Tatyana said.

LABEL: 2

SENTENCE 1:
","Tatyana managed two guitars and a bag, and still could point out the Freemans: ""Isn't it nice that they have come, Mama!""",0.48,0.48,0.4,0.48
The painting is to the right of the bookcase.,"The painting in Mark's living room shows a tree. It is to the right of the bookcase.

LABEL: 2

SENTENCE","The painting in Mark's living room shows an oak tree. It is to the right of the bookcase.

LABEL: 1

SENT",0.6,0.58,0.36,0.42
